Numéro de boucle;Libellé;Jour;Total
667;Entrée pont Audibert vers Nord;2021-03-23;2464
672;Pont de Pornic vers Nord;2021-03-23;1071
747;Chemin de halage Tortière vers Nord;2021-03-23;684
785;50 Otages Vers Sud;2021-03-23;2638
788;50 Otages Vers Nord;2021-03-23;1672
943;Magellan vers Ouest;2021-03-23;205
949;avenue de la Libération vers Sud;2021-03-23;190
977;3 Continents vers Nord;2021-03-23;249
946;Magellan vers Est;2021-03-23;775
670;Pont de Pirmil vers Sud;2021-03-23;337
880;Madeleine vers Nord;2021-03-23;1803
881;Madeleine vers Sud;2021-03-23;1967
847;Entrée pont Audibert vers Sud;2021-03-23;2179
742;Philippot vers Est;2021-03-23;1059
986;Tremie vers Ouest;2021-03-23;266
989;Kennedy vers Ouest;2021-03-23;774
994;Ceineray vers Est;2021-03-23;650
948;Bd Malakoff vers Est;2021-03-22;312
950;avenue de la Libération vers Nord;2021-03-22;460
979;3 Continents vers Sud;2021-03-22;1038
986;Tremie vers Ouest;2021-03-22;247
989;Kennedy vers Ouest;2021-03-22;684
994;Ceineray vers Est;2021-03-22;535
674;Pont Haudaudine vers Sud;2021-03-22;631
670;Pont de Pirmil vers Sud;2021-03-22;331
745;Calvaire vers Ouest;2021-03-22;71
664;Bonduelle vers sud;2021-03-22;802
668;De Gaulle vers sud;2021-03-22;659
672;Pont de Pornic vers Nord;2021-03-22;976
673;Pont de Pornic vers Sud;2021-03-22;194
9999;;2021-03-22;248
945;Magellan vers Ouest;2021-03-22;576
959;Sorinières Vers Sud;2021-03-22;55
980;Pont Tabarly vers Sud;2021-03-22;53
665;Bonduelle vers Nord;2021-03-22;717
725;Pont Tabarly vers Sud;2021-03-22;365
786;50 Otages Vers Nord;2021-03-22;2347
944;Magellan vers Est;2021-03-22;280
676;Pont Willy Brandt vers Beaulieu;2021-03-22;379
680;Stalingrad vers ouest;2021-03-22;454
744;Calvaire vers Est;2021-03-22;534
747;Chemin de halage Tortière vers Nord;2021-03-22;628
946;Magellan vers Est;2021-03-22;683
987;Tremie vers Est;2021-03-22;173
996;Van Iseghem vers Nord;2021-03-22;494
667;Entrée pont Audibert vers Nord;2021-03-22;2194
677;Pont Willy Brandt vers Malakoff;2021-03-22;247
742;Philippot vers Est;2021-03-22;889
943;Magellan vers Ouest;2021-03-22;193
949;avenue de la Libération vers Sud;2021-03-22;179
988;Kennedy vers Est;2021-03-22;452
9998;;2021-03-22;592
675;Pont Haudaudine vers Nord;2021-03-22;651
683;pont Anne de Bretagne vers Nord;2021-03-22;685
727;Pont Tabarly vers Nord;2021-03-22;385
743;Philippot vers ouest;2021-03-22;805
746;Chemin de halage Tortière vers Sud;2021-03-22;610
785;50 Otages Vers Sud;2021-03-22;2257
947;Bd Malakoff vers Ouest;2021-03-22;293
960;Sorinières Vers Nord;2021-03-22;29
977;3 Continents vers Nord;2021-03-22;312
847;Entrée pont Audibert vers Sud;2021-03-22;1923
881;Madeleine vers Sud;2021-03-22;1761
995;Ceineray vers Ouest;2021-03-22;752
679;Bd Malakoff vers Gare Sud;2021-03-22;55
682;pont Anne de Bretagne vers Sud;2021-03-22;955
787;50 Otages Vers Sud;2021-03-22;1415
880;Madeleine vers Nord;2021-03-22;1571
666;Pont Audibert vers Sud;2021-03-22;176
669;De Gaulle sortie Clémenceau vers Nord;2021-03-22;626
681;Stalingrad vers est;2021-03-22;432
788;50 Otages Vers Nord;2021-03-22;1423
890;Pont de Pirmil vers Sud;2021-03-22;2160
981;Pont Tabarly vers Nord;2021-03-22;110
997;Van Iseghem vers Sud;2021-03-22;507
890;Pont de Pirmil vers Sud;2021-03-21;1008
947;Bd Malakoff vers Ouest;2021-03-21;207
948;Bd Malakoff vers Est;2021-03-21;240
950;avenue de la Libération vers Nord;2021-03-21;199
977;3 Continents vers Nord;2021-03-21;168
674;Pont Haudaudine vers Sud;2021-03-21;222
880;Madeleine vers Nord;2021-03-21;580
667;Entrée pont Audibert vers Nord;2021-03-21;826
679;Bd Malakoff vers Gare Sud;2021-03-21;54
743;Philippot vers ouest;2021-03-21;350
787;50 Otages Vers Sud;2021-03-21;691
681;Stalingrad vers est;2021-03-21;272
683;pont Anne de Bretagne vers Nord;2021-03-21;337
788;50 Otages Vers Nord;2021-03-21;711
960;Sorinières Vers Nord;2021-03-21;22
994;Ceineray vers Est;2021-03-21;227
668;De Gaulle vers sud;2021-03-21;196
669;De Gaulle sortie Clémenceau vers Nord;2021-03-21;214
670;Pont de Pirmil vers Sud;2021-03-21;193
682;pont Anne de Bretagne vers Sud;2021-03-21;494
744;Calvaire vers Est;2021-03-21;246
785;50 Otages Vers Sud;2021-03-21;957
949;avenue de la Libération vers Sud;2021-03-21;93
989;Kennedy vers Ouest;2021-03-21;303
725;Pont Tabarly vers Sud;2021-03-21;240
747;Chemin de halage Tortière vers Nord;2021-03-21;357
946;Magellan vers Est;2021-03-21;329
995;Ceineray vers Ouest;2021-03-21;366
996;Van Iseghem vers Nord;2021-03-21;401
997;Van Iseghem vers Sud;2021-03-21;327
881;Madeleine vers Sud;2021-03-21;699
847;Entrée pont Audibert vers Sud;2021-03-21;793
742;Philippot vers Est;2021-03-21;368
943;Magellan vers Ouest;2021-03-21;129
945;Magellan vers Ouest;2021-03-21;266
987;Tremie vers Est;2021-03-21;49
673;Pont de Pornic vers Sud;2021-03-21;116
675;Pont Haudaudine vers Nord;2021-03-21;218
986;Tremie vers Ouest;2021-03-21;70
988;Kennedy vers Est;2021-03-21;160
9998;;2021-03-21;257
9999;;2021-03-21;201
676;Pont Willy Brandt vers Beaulieu;2021-03-21;133
944;Magellan vers Est;2021-03-21;169
979;3 Continents vers Sud;2021-03-21;693
980;Pont Tabarly vers Sud;2021-03-21;35
664;Bonduelle vers sud;2021-03-21;278
665;Bonduelle vers Nord;2021-03-21;294
672;Pont de Pornic vers Nord;2021-03-21;281
677;Pont Willy Brandt vers Malakoff;2021-03-21;111
680;Stalingrad vers ouest;2021-03-21;253
727;Pont Tabarly vers Nord;2021-03-21;241
746;Chemin de halage Tortière vers Sud;2021-03-21;374
786;50 Otages Vers Nord;2021-03-21;952
666;Pont Audibert vers Sud;2021-03-21;67
745;Calvaire vers Ouest;2021-03-21;16
959;Sorinières Vers Sud;2021-03-21;34
981;Pont Tabarly vers Nord;2021-03-21;113
947;Bd Malakoff vers Ouest;2021-03-20;274
949;avenue de la Libération vers Sud;2021-03-20;130
960;Sorinières Vers Nord;2021-03-20;25
987;Tremie vers Est;2021-03-20;95
988;Kennedy vers Est;2021-03-20;261
9999;;2021-03-20;245
679;Bd Malakoff vers Gare Sud;2021-03-20;53
682;pont Anne de Bretagne vers Sud;2021-03-20;695
785;50 Otages Vers Sud;2021-03-20;1882
668;De Gaulle vers sud;2021-03-20;346
680;Stalingrad vers ouest;2021-03-20;446
742;Philippot vers Est;2021-03-20;648
744;Calvaire vers Est;2021-03-20;487
881;Madeleine vers Sud;2021-03-20;1369
946;Magellan vers Est;2021-03-20;466
948;Bd Malakoff vers Est;2021-03-20;239
977;3 Continents vers Nord;2021-03-20;188
979;3 Continents vers Sud;2021-03-20;965
673;Pont de Pornic vers Sud;2021-03-20;175
681;Stalingrad vers est;2021-03-20;379
786;50 Otages Vers Nord;2021-03-20;1877
788;50 Otages Vers Nord;2021-03-20;1345
890;Pont de Pirmil vers Sud;2021-03-20;1458
676;Pont Willy Brandt vers Beaulieu;2021-03-20;190
670;Pont de Pirmil vers Sud;2021-03-20;305
675;Pont Haudaudine vers Nord;2021-03-20;492
727;Pont Tabarly vers Nord;2021-03-20;237
745;Calvaire vers Ouest;2021-03-20;69
746;Chemin de halage Tortière vers Sud;2021-03-20;489
747;Chemin de halage Tortière vers Nord;2021-03-20;464
943;Magellan vers Ouest;2021-03-20;159
959;Sorinières Vers Sud;2021-03-20;37
9998;;2021-03-20;484
847;Entrée pont Audibert vers Sud;2021-03-20;1470
664;Bonduelle vers sud;2021-03-20;493
665;Bonduelle vers Nord;2021-03-20;410
672;Pont de Pornic vers Nord;2021-03-20;538
677;Pont Willy Brandt vers Malakoff;2021-03-20;119
725;Pont Tabarly vers Sud;2021-03-20;231
743;Philippot vers ouest;2021-03-20;680
944;Magellan vers Est;2021-03-20;205
989;Kennedy vers Ouest;2021-03-20;441
666;Pont Audibert vers Sud;2021-03-20;107
981;Pont Tabarly vers Nord;2021-03-20;147
880;Madeleine vers Nord;2021-03-20;1245
980;Pont Tabarly vers Sud;2021-03-20;42
995;Ceineray vers Ouest;2021-03-20;609
996;Van Iseghem vers Nord;2021-03-20;457
997;Van Iseghem vers Sud;2021-03-20;465
667;Entrée pont Audibert vers Nord;2021-03-20;1634
683;pont Anne de Bretagne vers Nord;2021-03-20;482
787;50 Otages Vers Sud;2021-03-20;1319
674;Pont Haudaudine vers Sud;2021-03-20;447
669;De Gaulle sortie Clémenceau vers Nord;2021-03-20;322
945;Magellan vers Ouest;2021-03-20;406
950;avenue de la Libération vers Nord;2021-03-20;321
986;Tremie vers Ouest;2021-03-20;138
994;Ceineray vers Est;2021-03-20;506
890;Pont de Pirmil vers Sud;2021-03-19;1879
947;Bd Malakoff vers Ouest;2021-03-19;178
981;Pont Tabarly vers Nord;2021-03-19;83
988;Kennedy vers Est;2021-03-19;417
996;Van Iseghem vers Nord;2021-03-19;559
847;Entrée pont Audibert vers Sud;2021-03-19;1847
669;De Gaulle sortie Clémenceau vers Nord;2021-03-19;540
677;Pont Willy Brandt vers Malakoff;2021-03-19;220
680;Stalingrad vers ouest;2021-03-19;514
681;Stalingrad vers est;2021-03-19;470
725;Pont Tabarly vers Sud;2021-03-19;350
745;Calvaire vers Ouest;2021-03-19;77
746;Chemin de halage Tortière vers Sud;2021-03-19;520
788;50 Otages Vers Nord;2021-03-19;1337
881;Madeleine vers Sud;2021-03-19;1655
997;Van Iseghem vers Sud;2021-03-19;509
664;Bonduelle vers sud;2021-03-19;746
667;Entrée pont Audibert vers Nord;2021-03-19;2005
682;pont Anne de Bretagne vers Sud;2021-03-19;879
742;Philippot vers Est;2021-03-19;830
980;Pont Tabarly vers Sud;2021-03-19;45
676;Pont Willy Brandt vers Beaulieu;2021-03-19;299
675;Pont Haudaudine vers Nord;2021-03-19;613
727;Pont Tabarly vers Nord;2021-03-19;333
786;50 Otages Vers Nord;2021-03-19;2012
943;Magellan vers Ouest;2021-03-19;129
944;Magellan vers Est;2021-03-19;218
946;Magellan vers Est;2021-03-19;610
959;Sorinières Vers Sud;2021-03-19;66
989;Kennedy vers Ouest;2021-03-19;653
9998;;2021-03-19;418
9999;;2021-03-19;325
674;Pont Haudaudine vers Sud;2021-03-19;655
668;De Gaulle vers sud;2021-03-19;535
670;Pont de Pirmil vers Sud;2021-03-19;271
743;Philippot vers ouest;2021-03-19;813
744;Calvaire vers Est;2021-03-19;549
785;50 Otages Vers Sud;2021-03-19;2213
949;avenue de la Libération vers Sud;2021-03-19;155
986;Tremie vers Ouest;2021-03-19;207
987;Tremie vers Est;2021-03-19;126
995;Ceineray vers Ouest;2021-03-19;698
679;Bd Malakoff vers Gare Sud;2021-03-19;64
787;50 Otages Vers Sud;2021-03-19;1369
948;Bd Malakoff vers Est;2021-03-19;245
950;avenue de la Libération vers Nord;2021-03-19;375
666;Pont Audibert vers Sud;2021-03-19;154
673;Pont de Pornic vers Sud;2021-03-19;185
747;Chemin de halage Tortière vers Nord;2021-03-19;514
880;Madeleine vers Nord;2021-03-19;1442
665;Bonduelle vers Nord;2021-03-19;652
672;Pont de Pornic vers Nord;2021-03-19;850
683;pont Anne de Bretagne vers Nord;2021-03-19;581
945;Magellan vers Ouest;2021-03-19;483
960;Sorinières Vers Nord;2021-03-19;36
977;3 Continents vers Nord;2021-03-19;258
979;3 Continents vers Sud;2021-03-19;951
994;Ceineray vers Est;2021-03-19;467
979;3 Continents vers Sud;2021-03-18;1134
881;Madeleine vers Sud;2021-03-18;1804
746;Chemin de halage Tortière vers Sud;2021-03-18;619
675;Pont Haudaudine vers Nord;2021-03-18;752
677;Pont Willy Brandt vers Malakoff;2021-03-18;274
680;Stalingrad vers ouest;2021-03-18;543
788;50 Otages Vers Nord;2021-03-18;1503
948;Bd Malakoff vers Est;2021-03-18;302
959;Sorinières Vers Sud;2021-03-18;59
986;Tremie vers Ouest;2021-03-18;240
989;Kennedy vers Ouest;2021-03-18;693
665;Bonduelle vers Nord;2021-03-18;726
667;Entrée pont Audibert vers Nord;2021-03-18;2217
679;Bd Malakoff vers Gare Sud;2021-03-18;62
727;Pont Tabarly vers Nord;2021-03-18;374
786;50 Otages Vers Nord;2021-03-18;2402
787;50 Otages Vers Sud;2021-03-18;1497
947;Bd Malakoff vers Ouest;2021-03-18;233
995;Ceineray vers Ouest;2021-03-18;796
9999;;2021-03-18;304
668;De Gaulle vers sud;2021-03-18;677
669;De Gaulle sortie Clémenceau vers Nord;2021-03-18;625
683;pont Anne de Bretagne vers Nord;2021-03-18;510
747;Chemin de halage Tortière vers Nord;2021-03-18;636
949;avenue de la Libération vers Sud;2021-03-18;177
950;avenue de la Libération vers Nord;2021-03-18;416
977;3 Continents vers Nord;2021-03-18;330
981;Pont Tabarly vers Nord;2021-03-18;120
997;Van Iseghem vers Sud;2021-03-18;620
9998;;2021-03-18;434
664;Bonduelle vers sud;2021-03-18;822
681;Stalingrad vers est;2021-03-18;497
744;Calvaire vers Est;2021-03-18;574
745;Calvaire vers Ouest;2021-03-18;93
890;Pont de Pirmil vers Sud;2021-03-18;2003
960;Sorinières Vers Nord;2021-03-18;45
988;Kennedy vers Est;2021-03-18;400
672;Pont de Pornic vers Nord;2021-03-18;955
996;Van Iseghem vers Nord;2021-03-18;704
674;Pont Haudaudine vers Sud;2021-03-18;689
944;Magellan vers Est;2021-03-18;244
945;Magellan vers Ouest;2021-03-18;559
946;Magellan vers Est;2021-03-18;679
980;Pont Tabarly vers Sud;2021-03-18;37
994;Ceineray vers Est;2021-03-18;580
666;Pont Audibert vers Sud;2021-03-18;200
670;Pont de Pirmil vers Sud;2021-03-18;306
673;Pont de Pornic vers Sud;2021-03-18;212
682;pont Anne de Bretagne vers Sud;2021-03-18;959
725;Pont Tabarly vers Sud;2021-03-18;394
742;Philippot vers Est;2021-03-18;987
743;Philippot vers ouest;2021-03-18;931
880;Madeleine vers Nord;2021-03-18;1599
676;Pont Willy Brandt vers Beaulieu;2021-03-18;406
847;Entrée pont Audibert vers Sud;2021-03-18;2055
785;50 Otages Vers Sud;2021-03-18;2358
943;Magellan vers Ouest;2021-03-18;173
987;Tremie vers Est;2021-03-18;173
890;Pont de Pirmil vers Sud;2021-03-17;2139
959;Sorinières Vers Sud;2021-03-17;64
979;3 Continents vers Sud;2021-03-17;1112
989;Kennedy vers Ouest;2021-03-17;727
997;Van Iseghem vers Sud;2021-03-17;583
680;Stalingrad vers ouest;2021-03-17;493
681;Stalingrad vers est;2021-03-17;488
742;Philippot vers Est;2021-03-17;993
746;Chemin de halage Tortière vers Sud;2021-03-17;659
665;Bonduelle vers Nord;2021-03-17;689
669;De Gaulle sortie Clémenceau vers Nord;2021-03-17;646
9999;;2021-03-17;325
950;avenue de la Libération vers Nord;2021-03-17;445
977;3 Continents vers Nord;2021-03-17;349
995;Ceineray vers Ouest;2021-03-17;846
881;Madeleine vers Sud;2021-03-17;1835
683;pont Anne de Bretagne vers Nord;2021-03-17;2472
747;Chemin de halage Tortière vers Nord;2021-03-17;670
785;50 Otages Vers Sud;2021-03-17;2414
946;Magellan vers Est;2021-03-17;707
981;Pont Tabarly vers Nord;2021-03-17;128
988;Kennedy vers Est;2021-03-17;482
996;Van Iseghem vers Nord;2021-03-17;703
674;Pont Haudaudine vers Sud;2021-03-17;668
668;De Gaulle vers sud;2021-03-17;662
672;Pont de Pornic vers Nord;2021-03-17;968
786;50 Otages Vers Nord;2021-03-17;2479
943;Magellan vers Ouest;2021-03-17;179
944;Magellan vers Est;2021-03-17;254
948;Bd Malakoff vers Est;2021-03-17;280
960;Sorinières Vers Nord;2021-03-17;48
986;Tremie vers Ouest;2021-03-17;213
987;Tremie vers Est;2021-03-17;159
676;Pont Willy Brandt vers Beaulieu;2021-03-17;401
667;Entrée pont Audibert vers Nord;2021-03-17;2287
682;pont Anne de Bretagne vers Sud;2021-03-17;1688
725;Pont Tabarly vers Sud;2021-03-17;381
743;Philippot vers ouest;2021-03-17;927
980;Pont Tabarly vers Sud;2021-03-17;50
994;Ceineray vers Est;2021-03-17;573
9998;;2021-03-17;492
744;Calvaire vers Est;2021-03-17;561
945;Magellan vers Ouest;2021-03-17;575
947;Bd Malakoff vers Ouest;2021-03-17;277
664;Bonduelle vers sud;2021-03-17;777
666;Pont Audibert vers Sud;2021-03-17;179
670;Pont de Pirmil vers Sud;2021-03-17;305
673;Pont de Pornic vers Sud;2021-03-17;201
677;Pont Willy Brandt vers Malakoff;2021-03-17;255
727;Pont Tabarly vers Nord;2021-03-17;360
745;Calvaire vers Ouest;2021-03-17;82
787;50 Otages Vers Sud;2021-03-17;1546
788;50 Otages Vers Nord;2021-03-17;1539
847;Entrée pont Audibert vers Sud;2021-03-17;2073
880;Madeleine vers Nord;2021-03-17;1653
675;Pont Haudaudine vers Nord;2021-03-17;730
679;Bd Malakoff vers Gare Sud;2021-03-17;61
949;avenue de la Libération vers Sud;2021-03-17;184
945;Magellan vers Ouest;2021-03-16;567
950;avenue de la Libération vers Nord;2021-03-16;461
977;3 Continents vers Nord;2021-03-16;294
989;Kennedy vers Ouest;2021-03-16;730
995;Ceineray vers Ouest;2021-03-16;856
9999;;2021-03-16;327
880;Madeleine vers Nord;2021-03-16;1572
881;Madeleine vers Sud;2021-03-16;1801
670;Pont de Pirmil vers Sud;2021-03-16;311
673;Pont de Pornic vers Sud;2021-03-16;210
681;Stalingrad vers est;2021-03-16;498
745;Calvaire vers Ouest;2021-03-16;94
787;50 Otages Vers Sud;2021-03-16;1519
665;Bonduelle vers Nord;2021-03-16;757
668;De Gaulle vers sud;2021-03-16;651
679;Bd Malakoff vers Gare Sud;2021-03-16;78
743;Philippot vers ouest;2021-03-16;887
890;Pont de Pirmil vers Sud;2021-03-16;2215
949;avenue de la Libération vers Sud;2021-03-16;177
979;3 Continents vers Sud;2021-03-16;1129
988;Kennedy vers Est;2021-03-16;445
997;Van Iseghem vers Sud;2021-03-16;597
943;Magellan vers Ouest;2021-03-16;189
947;Bd Malakoff vers Ouest;2021-03-16;244
994;Ceineray vers Est;2021-03-16;575
676;Pont Willy Brandt vers Beaulieu;2021-03-16;417
664;Bonduelle vers sud;2021-03-16;837
672;Pont de Pornic vers Nord;2021-03-16;953
682;pont Anne de Bretagne vers Sud;2021-03-16;949
683;pont Anne de Bretagne vers Nord;2021-03-16;497
747;Chemin de halage Tortière vers Nord;2021-03-16;594
788;50 Otages Vers Nord;2021-03-16;1530
959;Sorinières Vers Sud;2021-03-16;71
847;Entrée pont Audibert vers Sud;2021-03-16;2057
666;Pont Audibert vers Sud;2021-03-16;172
677;Pont Willy Brandt vers Malakoff;2021-03-16;246
725;Pont Tabarly vers Sud;2021-03-16;412
742;Philippot vers Est;2021-03-16;988
744;Calvaire vers Est;2021-03-16;543
667;Entrée pont Audibert vers Nord;2021-03-16;2238
675;Pont Haudaudine vers Nord;2021-03-16;707
946;Magellan vers Est;2021-03-16;688
674;Pont Haudaudine vers Sud;2021-03-16;657
944;Magellan vers Est;2021-03-16;203
980;Pont Tabarly vers Sud;2021-03-16;40
669;De Gaulle sortie Clémenceau vers Nord;2021-03-16;637
727;Pont Tabarly vers Nord;2021-03-16;384
786;50 Otages Vers Nord;2021-03-16;2366
680;Stalingrad vers ouest;2021-03-16;511
746;Chemin de halage Tortière vers Sud;2021-03-16;583
785;50 Otages Vers Sud;2021-03-16;2361
948;Bd Malakoff vers Est;2021-03-16;291
960;Sorinières Vers Nord;2021-03-16;43
981;Pont Tabarly vers Nord;2021-03-16;109
986;Tremie vers Ouest;2021-03-16;224
987;Tremie vers Est;2021-03-16;190
996;Van Iseghem vers Nord;2021-03-16;656
9998;;2021-03-16;429
977;3 Continents vers Nord;2021-03-15;298
664;Bonduelle vers sud;2021-03-15;722
673;Pont de Pornic vers Sud;2021-03-15;214
746;Chemin de halage Tortière vers Sud;2021-03-15;532
665;Bonduelle vers Nord;2021-03-15;645
669;De Gaulle sortie Clémenceau vers Nord;2021-03-15;524
680;Stalingrad vers ouest;2021-03-15;436
725;Pont Tabarly vers Sud;2021-03-15;342
744;Calvaire vers Est;2021-03-15;466
785;50 Otages Vers Sud;2021-03-15;2029
788;50 Otages Vers Nord;2021-03-15;1233
890;Pont de Pirmil vers Sud;2021-03-15;1884
946;Magellan vers Est;2021-03-15;593
948;Bd Malakoff vers Est;2021-03-15;236
950;avenue de la Libération vers Nord;2021-03-15;431
847;Entrée pont Audibert vers Sud;2021-03-15;1793
668;De Gaulle vers sud;2021-03-15;542
670;Pont de Pirmil vers Sud;2021-03-15;275
672;Pont de Pornic vers Nord;2021-03-15;906
675;Pont Haudaudine vers Nord;2021-03-15;597
786;50 Otages Vers Nord;2021-03-15;2044
989;Kennedy vers Ouest;2021-03-15;631
674;Pont Haudaudine vers Sud;2021-03-15;563
9999;;2021-03-15;247
747;Chemin de halage Tortière vers Nord;2021-03-15;559
787;50 Otages Vers Sud;2021-03-15;1271
944;Magellan vers Est;2021-03-15;218
945;Magellan vers Ouest;2021-03-15;514
988;Kennedy vers Est;2021-03-15;362
995;Ceineray vers Ouest;2021-03-15;693
996;Van Iseghem vers Nord;2021-03-15;507
881;Madeleine vers Sud;2021-03-15;1596
676;Pont Willy Brandt vers Beaulieu;2021-03-15;380
682;pont Anne de Bretagne vers Sud;2021-03-15;842
683;pont Anne de Bretagne vers Nord;2021-03-15;451
742;Philippot vers Est;2021-03-15;768
949;avenue de la Libération vers Sud;2021-03-15;157
959;Sorinières Vers Sud;2021-03-15;65
960;Sorinières Vers Nord;2021-03-15;43
979;3 Continents vers Sud;2021-03-15;959
667;Entrée pont Audibert vers Nord;2021-03-15;2000
943;Magellan vers Ouest;2021-03-15;167
947;Bd Malakoff vers Ouest;2021-03-15;227
987;Tremie vers Est;2021-03-15;152
997;Van Iseghem vers Sud;2021-03-15;488
880;Madeleine vers Nord;2021-03-15;1371
980;Pont Tabarly vers Sud;2021-03-15;38
981;Pont Tabarly vers Nord;2021-03-15;109
9998;;2021-03-15;364
677;Pont Willy Brandt vers Malakoff;2021-03-15;214
681;Stalingrad vers est;2021-03-15;409
745;Calvaire vers Ouest;2021-03-15;66
666;Pont Audibert vers Sud;2021-03-15;166
679;Bd Malakoff vers Gare Sud;2021-03-15;53
727;Pont Tabarly vers Nord;2021-03-15;330
743;Philippot vers ouest;2021-03-15;770
986;Tremie vers Ouest;2021-03-15;205
994;Ceineray vers Est;2021-03-15;478
977;3 Continents vers Nord;2021-03-14;180
9999;;2021-03-14;184
674;Pont Haudaudine vers Sud;2021-03-14;263
667;Entrée pont Audibert vers Nord;2021-03-14;1057
668;De Gaulle vers sud;2021-03-14;261
742;Philippot vers Est;2021-03-14;560
747;Chemin de halage Tortière vers Nord;2021-03-14;510
670;Pont de Pirmil vers Sud;2021-03-14;274
672;Pont de Pornic vers Nord;2021-03-14;401
947;Bd Malakoff vers Ouest;2021-03-14;349
989;Kennedy vers Ouest;2021-03-14;326
994;Ceineray vers Est;2021-03-14;314
